id,carat,cut,color,clarity,depth,table,price
8499,0.5,3,1,4,63.2,60.0,1059
8500,1.52,5,4,6,60.6,57.0,15760
8501,0.32,5,7,3,60.9,56.0,756
8502,0.27,3,7,5,59.9,58.0,470
8503,0.42,5,5,6,61.7,57.0,1142
8504,0.38,5,5,7,62.1,55.0,1096
8505,0.9,1,6,5,67.6,56.0,3276
8506,0.4,5,6,5,61.7,55.0,1125
8507,0.3,5,3,6,62.1,56.0,605
8508,1.17,5,3,3,61.1,57.0,6368
8509,2.01,2,3,2,63.7,59.0,12423
8510,0.8,4,7,2,61.1,58.0,3082
8511,1.07,5,6,2,61.5,56.0,5704
8512,1.5,3,1,4,63.3,57.0,7428
8513,0.53,3,6,3,63.0,55.0,1408
8514,1.02,3,7,3,63.3,60.0,5778
8515,0.31,5,4,4,61.4,57.0,544
8516,1.1,5,3,5,61.7,56.0,6630
8517,0.81,5,4,4,61.5,55.0,3397
8518,0.44,5,3,8,61.4,55.0,1177
8519,0.54,5,4,8,61.2,57.0,2289
8520,0.76,5,6,3,61.3,55.0,3584
8521,0.9,5,2,3,60.8,57.0,3308
8522,0.41,2,5,3,63.7,58.0,904
8523,0.3,5,3,6,61.6,55.0,605
8524,0.53,5,4,7,61.4,57.0,2001
8525,0.38,5,1,6,61.7,54.6,670
8526,0.32,5,7,2,62.4,54.0,612
8527,1.45,4,5,4,61.1,58.0,11650
8528,0.34,5,4,4,62.0,54.0,596
8529,1.32,5,5,3,61.6,56.0,7079
8530,0.3,3,7,6,60.6,58.0,2366
8531,2.01,5,2,3,59.9,60.0,17126
8532,1.33,5,4,5,59.9,57.3,10732
8533,0.7,3,2,3,62.8,59.0,1763
8534,0.43,4,4,6,62.2,55.0,1129
8535,0.32,5,7,2,59.8,57.0,612
8536,0.41,4,5,5,62.6,58.0,1007
8537,0.7,4,7,6,61.5,60.0,3210
8538,1.04,3,5,3,62.9,54.0,5525
8539,0.31,5,4,7,60.8,56.0,1046
8540,0.36,2,7,3,63.4,57.0,663
8541,0.5,5,3,2,62.3,56.0,1119
8542,0.41,5,4,2,61.9,54.0,666
8543,0.31,4,3,7,61.8,58.0,907
8544,0.56,5,5,5,61.7,54.0,2016
8545,1.22,3,1,3,58.8,61.0,4969
8546,0.54,5,5,5,60.9,57.0,1772
8547,0.3,2,6,5,63.2,57.0,568
8548,1.5,2,1,4,63.6,58.0,7177
8549,1.73,4,4,4,61.6,58.0,16960
8550,1.08,4,5,2,62.7,58.0,3992
8551,1.36,5,5,7,61.3,57.0,15386
8552,1.11,2,3,2,63.5,60.3,4456
8553,0.5,5,6,5,62.3,55.0,1724
8554,1.07,5,4,2,60.8,57.0,3595
8555,0.34,4,4,4,60.2,58.0,596
8556,0.31,5,7,3,62.6,57.0,571
8557,0.39,4,6,5,59.6,60.0,1097
8558,0.3,4,4,6,61.0,60.0,684
8559,0.7,2,4,3,64.0,57.0,2121
8560,0.9,3,2,3,61.8,56.0,3407
8561,0.54,2,3,6,60.9,57.2,1883
8562,1.54,4,4,5,61.1,56.0,14438
8563,0.75,2,7,3,63.6,58.0,3024
8564,0.79,5,7,3,61.2,56.0,3185
8565,0.31,5,5,6,61.5,56.0,917
8566,0.9,3,7,2,61.0,61.0,3371
8567,0.62,4,5,4,62.3,60.0,2009
8568,1.03,5,3,2,61.1,57.0,4384
8569,1.5,3,5,4,61.3,61.0,14242
8570,1.57,5,3,3,60.5,57.0,10521
8571,0.4,4,6,4,60.7,60.0,975
8572,1.16,5,4,4,62.5,55.0,8061
8573,0.7,3,6,4,63.4,59.0,2952
8574,0.5,4,6,4,62.0,58.0,1559
8575,0.57,3,4,3,61.9,59.0,1340
8576,1.5,3,5,5,61.9,58.0,15508
8577,0.36,5,4,5,61.5,58.0,725
8578,2.0,1,3,3,61.2,50.0,13764
8579,0.31,5,5,8,61.8,54.0,979
8580,1.2,3,2,3,63.1,58.0,4838
8581,1.51,2,7,2,64.1,61.0,8550
8582,1.54,3,3,4,62.1,62.0,11527
8583,0.32,4,3,3,61.3,60.0,449
8584,1.01,4,2,2,62.1,59.0,3971
8585,1.12,5,3,2,61.4,56.0,3763
8586,1.56,5,7,3,62.2,58.0,10934
8587,0.56,5,2,4,62.1,54.0,1237
8588,0.54,5,7,4,61.3,56.0,1892
8589,0.76,5,2,3,61.6,54.0,2399
8590,0.34,5,4,8,62.2,53.0,974
8591,0.31,5,6,6,61.7,56.0,816
8592,0.31,5,4,2,62.2,54.0,436
8593,0.57,5,6,4,61.6,56.0,1819
8594,0.41,5,5,3,61.4,56.0,824
8595,2.27,5,2,2,63.0,54.0,15710
8596,0.71,5,5,3,60.7,56.0,2770
8597,0.84,1,5,4,65.0,57.2,3172
8598,0.91,4,6,3,61.9,61.0,3961
8599,0.3,5,4,3,62.3,57.0,477
8600,0.32,4,2,6,62.1,59.0,561
8601,0.86,4,5,2,61.8,58.0,2980
8602,2.01,2,4,2,63.6,59.0,15977
8603,0.59,5,1,3,61.3,57.0,1228
8604,0.3,5,4,7,62.9,57.0,1013
8605,1.29,4,3,3,61.6,57.0,6588
8606,0.43,5,6,3,62.3,57.0,1016
8607,0.56,5,5,3,61.1,56.0,1811
8608,1.2,5,3,3,61.3,57.0,6675
8609,0.5,4,1,3,60.7,58.0,1125
8610,0.58,5,4,8,60.9,57.0,2508
8611,0.33,5,7,4,62.8,54.0,1002
8612,1.25,4,1,4,59.8,58.0,3751
8613,0.52,4,5,3,58.6,61.0,1338
8614,1.22,5,5,5,62.2,57.0,9633
8615,0.41,5,7,5,61.9,56.0,1427
8616,1.02,4,1,4,58.9,60.0,3651
8617,0.74,2,7,3,63.1,59.0,2753
8618,0.82,5,6,2,62.2,57.0,3012
8619,0.7,5,6,5,62.2,58.0,3107
8620,0.79,3,2,3,62.5,57.0,2425
8621,0.36,5,1,3,62.3,53.0,439
8622,1.21,5,3,2,62.0,54.5,5814
8623,0.72,5,6,4,60.9,56.0,3301
8624,0.33,5,6,5,60.9,57.0,850
8625,0.92,3,7,3,60.8,58.0,5779
8626,0.35,5,1,7,62.1,53.0,540
8627,1.21,4,4,2,60.3,58.0,5430
8628,1.2,3,5,4,62.4,58.0,8829
8629,0.33,5,4,6,61.9,55.0,713
8630,1.12,4,5,5,62.1,60.0,7781
8631,0.32,5,2,7,61.4,56.0,575
8632,0.51,3,6,2,61.6,57.0,1195
8633,2.16,3,2,4,58.6,60.0,16080
8634,1.01,3,3,3,61.2,60.0,5433
8635,2.05,3,1,5,61.4,58.5,16641
8636,0.8,1,4,2,67.1,56.0,2400
8637,1.15,5,3,2,62.0,57.0,4830
8638,0.32,5,4,5,61.9,55.0,773
8639,1.07,1,4,1,64.8,56.0,2375
8640,0.9,4,3,4,61.2,61.0,4355
8641,2.0,4,2,4,59.5,62.0,15651
8642,0.37,5,6,6,61.8,54.0,1082
8643,1.11,3,3,2,59.8,60.0,4456
8644,0.6,5,4,5,62.5,56.0,2147
8645,1.04,5,6,6,62.0,58.0,9552
8646,0.3,5,4,4,62.0,56.0,503
8647,1.02,3,6,4,59.1,60.0,6762
8648,0.9,3,5,4,63.4,58.0,4400
8649,0.52,5,3,5,61.1,57.0,1648
8650,0.43,3,4,6,62.3,60.0,1056
8651,0.23,3,7,6,63.5,58.0,485
8652,0.43,4,7,3,61.2,60.0,774
8653,0.46,5,3,7,62.3,54.0,1227
8654,0.7,4,3,3,62.0,61.0,2176
8655,1.01,2,4,5,63.8,56.0,6283
8656,1.5,2,2,1,63.7,61.0,3696
8657,0.34,3,4,5,60.4,61.0,686
8658,0.44,4,4,3,60.1,60.0,772
8659,1.01,5,2,7,61.7,56.0,5478
8660,1.51,4,5,4,61.8,56.0,13221
8661,1.06,4,3,3,61.0,60.0,5461
8662,1.1,5,4,4,60.9,56.0,6939
8663,0.94,2,7,2,57.9,61.0,3125
8664,0.32,5,5,4,60.3,55.0,828
8665,0.56,5,7,3,61.2,56.0,1814
8666,0.79,5,3,4,62.5,57.0,2844
8667,0.55,5,4,6,60.5,58.0,2016
8668,0.32,5,7,4,61.9,57.0,758
8669,0.4,4,7,3,61.3,60.0,772
8670,2.01,4,2,3,60.1,59.0,14558
8671,0.31,5,6,3,61.9,53.0,516
8672,0.5,2,7,2,63.7,60.0,979
8673,0.7,5,6,7,61.9,56.0,5338
8674,1.51,3,7,2,63.2,59.0,7915
8675,0.26,5,4,8,62.5,57.0,605
8676,0.71,5,5,3,63.0,54.0,2235
8677,0.4,2,7,4,63.5,55.0,891
8678,0.6,2,4,3,61.3,61.2,1565
8679,1.0,4,6,4,61.8,62.0,6860
8680,1.11,5,6,4,62.2,56.0,7459
8681,0.32,3,4,2,62.3,58.0,421
8682,0.43,5,6,2,61.9,57.0,716
8683,0.38,3,2,2,62.7,58.0,500
8684,1.7,3,7,2,60.8,59.0,11431
8685,2.0,2,7,2,63.8,57.0,10528
8686,1.5,4,6,5,60.3,60.0,16409
8687,1.0,5,4,3,62.4,56.0,4867
8688,0.92,3,1,2,58.7,61.0,2880
8689,0.31,5,6,7,61.3,56.0,1105
8690,0.41,5,2,6,61.6,55.0,788
8691,1.51,2,7,2,61.7,65.0,7519
8692,1.0,5,5,3,63.0,56.0,5656
8693,1.01,3,2,4,61.3,56.0,4438
8694,1.01,5,6,3,62.1,54.0,5599
8695,0.26,5,4,8,61.7,54.0,648
8696,1.0,1,6,3,66.5,55.0,3696
8697,0.68,3,5,6,57.3,60.0,3112
8698,1.13,1,1,3,64.9,55.0,4123
8699,1.22,5,4,2,62.3,57.0,5296
8700,0.7,5,6,3,62.7,55.0,2774
8701,0.7,5,5,5,62.0,55.0,2726
8702,0.57,5,6,6,60.6,56.2,2719
8703,2.5,5,1,2,63.8,53.0,15246
8704,0.4,5,6,5,62.4,58.0,1250
8705,1.36,4,2,4,59.3,58.0,6017
8706,0.55,5,5,4,61.7,56.0,1709
8707,1.06,3,3,2,62.4,54.0,4516
8708,0.3,2,6,3,63.1,53.0,526
8709,0.92,4,7,2,62.4,58.0,4168
8710,0.25,2,6,6,63.1,56.0,576
8711,0.42,3,5,3,62.7,55.0,773
8712,1.04,2,5,5,63.2,57.0,7399
8713,0.73,3,6,3,61.3,58.0,2871
8714,0.38,5,7,5,61.9,53.5,983
8715,0.9,2,4,5,63.9,60.0,4401
8716,0.46,3,6,4,59.8,59.6,1267
8717,0.3,3,3,7,62.8,56.0,655
8718,0.39,5,2,7,62.5,53.1,820
8719,0.79,4,1,3,58.8,62.0,1924
8720,1.56,1,2,3,64.6,62.0,7950
8721,0.55,5,2,3,61.3,55.0,1134
8722,0.35,5,6,4,61.6,56.0,767
8723,0.3,5,5,8,61.8,54.0,886
8724,0.41,3,3,3,63.3,56.0,876
8725,1.0,4,4,4,61.6,58.0,6272
8726,1.01,3,3,2,63.4,57.0,3592
8727,1.01,5,2,1,61.5,57.0,2844
8728,0.31,2,4,5,63.8,57.0,625
8729,0.91,2,2,2,57.9,60.0,3061
8730,1.2,4,2,5,62.8,56.0,6021
8731,0.5,2,4,6,61.2,63.3,1690
8732,1.13,5,4,2,61.1,54.0,5062
8733,1.21,5,5,4,62.6,55.0,7826
8734,0.31,4,3,7,63.0,58.0,907
8735,0.54,3,7,4,60.6,58.0,1892
8736,1.09,5,2,5,61.4,56.0,6225
8737,1.55,5,3,2,62.0,58.0,9044
8738,0.51,3,6,6,61.3,55.0,2320
8739,1.46,4,3,2,61.4,59.0,7604
8740,1.32,4,3,2,59.4,54.0,4879
8741,0.85,1,3,1,71.2,54.0,1274
8742,1.52,4,3,6,61.2,58.0,11979
8743,1.87,5,3,5,59.7,60.0,17761
8744,2.07,3,2,3,62.3,60.0,15847
8745,0.5,3,6,2,61.3,56.0,1154
8746,0.53,4,6,4,58.5,61.0,1908
8747,2.03,3,1,2,61.7,61.0,11968
8748,0.9,3,7,3,62.8,59.0,4068
8749,1.07,3,7,8,59.0,59.0,17909
8750,0.61,2,7,2,59.8,62.0,1423
8751,1.7,4,4,3,62.5,61.0,13737
8752,0.34,5,2,7,61.8,56.0,803
8753,1.53,4,6,4,61.6,58.0,16049
8754,1.54,4,5,2,61.1,58.0,9055
8755,2.14,5,3,2,63.0,55.0,12720
8756,0.5,4,4,6,59.6,60.0,1838
8757,1.26,4,1,2,62.7,58.0,5038
8758,0.33,4,3,5,59.0,62.0,693
8759,0.53,5,7,4,61.4,55.0,1956
8760,2.16,5,5,1,61.0,57.0,9036
8761,0.63,4,6,3,58.8,59.0,1846
8762,1.05,5,3,4,61.4,55.0,5993
8763,0.4,3,6,5,60.1,58.0,1053
8764,1.35,4,1,3,61.1,61.0,5715
8765,1.52,4,3,5,60.6,58.0,12047
8766,0.81,4,7,5,62.3,58.0,4209
8767,0.5,4,7,4,61.9,58.0,1845
8768,2.06,4,4,2,62.7,58.0,17650
8769,1.01,3,3,3,62.6,58.0,4369
8770,1.2,2,6,4,63.6,57.0,8380
8771,1.56,2,3,2,59.2,59.0,7554
8772,0.33,4,3,3,63.0,58.0,610
8773,1.51,4,3,2,60.4,59.0,7864
8774,0.54,4,3,2,61.8,60.0,972
8775,1.13,5,6,6,60.1,59.0,11387
8776,1.64,3,4,2,60.9,57.0,8794
8777,0.76,5,3,4,62.7,57.0,2668
8778,0.51,5,6,5,61.4,56.0,2233
8779,1.01,4,4,2,63.0,59.0,3923
8780,1.06,5,5,6,61.1,57.0,8776
8781,0.3,4,7,3,61.7,59.0,709
8782,0.55,5,5,5,61.2,56.0,2079
8783,0.5,4,7,2,58.5,60.0,1178
8784,1.28,5,3,2,61.8,57.0,5676
8785,0.51,5,6,7,62.3,53.7,2524
8786,1.03,5,1,2,60.6,56.0,4347
8787,0.92,5,3,2,60.5,57.0,3854
8788,0.32,5,7,4,62.5,56.0,758
8789,1.01,4,5,4,60.8,57.0,6702
8790,0.41,4,7,3,62.1,59.0,1015
8791,0.58,3,1,4,59.5,62.0,1147
8792,0.51,4,6,3,61.0,58.0,1443
8793,1.14,5,4,6,62.3,55.0,8743
8794,0.94,3,6,3,61.8,56.0,4661
8795,1.27,5,1,3,61.4,57.0,5455
8796,1.36,3,5,3,62.8,53.0,6597
8797,1.32,1,5,7,58.0,66.0,12648
8798,1.01,4,4,2,61.8,58.0,4038
8799,2.01,5,2,2,61.5,56.0,14103
8800,0.28,5,4,6,61.5,56.0,586
8801,1.2,5,5,4,62.7,57.0,9176
8802,1.06,5,4,6,60.3,57.0,8726
8803,1.23,2,2,5,63.6,59.0,5834
8804,0.41,5,7,4,62.4,54.0,1076
8805,2.15,5,1,5,60.9,55.0,15613
8806,1.0,3,6,3,63.5,61.0,5174
8807,0.3,5,6,4,62.5,56.0,844
8808,0.35,5,5,6,61.6,58.0,795
8809,0.99,3,6,2,61.8,59.0,4780
8810,0.37,3,5,4,61.2,60.0,746
8811,1.01,5,4,4,60.6,58.0,6295
8812,1.14,3,1,3,63.3,55.0,4173
8813,0.4,3,5,5,61.5,59.0,982
8814,0.32,3,4,5,62.8,54.0,645
8815,0.74,5,6,4,62.7,54.0,2984
8816,0.88,5,5,3,62.3,53.0,4054
8817,0.56,5,7,3,61.8,55.0,2061
8818,0.37,3,4,5,58.3,62.0,696
8819,1.51,4,1,3,60.6,57.0,7255
8820,1.04,4,3,3,60.0,58.0,3902
8821,2.02,4,2,4,59.0,59.0,17893
8822,0.24,3,6,5,61.5,57.0,357
8823,0.71,5,1,3,61.4,56.0,1940
8824,0.92,2,6,3,63.2,58.0,4258
8825,0.35,5,3,6,62.5,57.0,706
8826,0.33,5,5,4,62.1,55.0,854
8827,0.94,4,6,3,62.0,58.0,4661
8828,0.32,5,2,7,62.4,55.0,756
8829,0.3,4,3,3,62.2,60.0,540
8830,1.26,3,6,4,59.5,57.0,9802
8831,1.11,5,4,3,62.0,57.0,5127
8832,0.75,5,6,5,61.8,55.0,3086
8833,0.34,5,6,4,62.4,56.0,745
8834,0.51,4,6,5,61.3,58.0,1928
8835,0.38,4,6,4,59.2,60.0,1112
8836,1.53,4,5,2,60.9,60.0,7685
8837,0.32,3,4,2,63.4,55.0,540
8838,1.1,4,6,2,60.0,60.0,4201
8839,1.07,3,4,4,60.0,56.0,7611
8840,1.1,4,2,2,59.3,62.0,3271
8841,1.2,3,7,2,63.5,59.0,4758
8842,1.13,2,7,2,60.7,64.0,4406
8843,0.5,2,7,3,60.5,57.0,1447
8844,1.22,4,3,3,61.0,59.0,4829
8845,1.51,4,4,2,62.7,57.0,7145
8846,0.41,5,6,5,62.0,54.0,1153
8847,1.5,2,4,4,63.7,57.0,10669
8848,0.6,3,5,4,59.5,57.8,1940
8849,1.2,3,1,4,59.9,60.0,5140
8850,1.0,3,1,2,63.2,62.0,3293
8851,0.31,5,6,4,61.6,56.0,872
8852,0.9,3,2,5,63.5,57.0,3484
8853,0.24,3,6,4,62.1,58.0,419
8854,1.51,5,6,4,62.8,56.0,14844
8855,1.0,3,6,2,63.3,55.0,4390
8856,1.73,4,5,2,63.0,60.0,8816
8857,1.1,2,5,2,63.8,56.0,4244
8858,0.74,2,6,3,62.1,64.0,2366
8859,1.07,5,2,5,62.0,57.0,5207
8860,1.15,3,3,4,63.1,56.0,5750
8861,0.53,5,7,2,61.9,55.0,1314
8862,1.51,2,5,2,62.9,55.0,7875
8863,1.16,5,2,3,61.5,60.0,4742
8864,0.39,5,5,3,60.1,58.0,697
8865,0.9,3,7,3,63.0,58.0,4523
8866,0.3,3,3,3,61.6,62.0,421
8867,0.6,5,6,4,62.0,57.0,2061
8868,0.71,5,4,2,62.8,57.0,1840
8869,0.4,4,5,4,62.1,58.0,1080
8870,1.21,2,2,3,62.7,59.0,5252
8871,0.24,3,6,7,60.7,60.0,485
8872,2.04,3,3,2,60.8,58.0,14810
8873,1.61,5,2,4,62.5,57.0,10098
8874,0.58,1,6,5,57.9,56.0,2192
8875,0.71,5,3,5,61.7,55.0,3229
8876,1.03,2,1,5,60.1,62.4,4582
8877,0.5,5,5,5,61.0,56.0,1731
8878,0.62,5,4,3,61.6,56.0,1563
8879,0.73,5,3,8,61.4,59.0,3429
8880,1.5,3,1,6,62.9,58.0,8622
8881,2.01,4,3,3,61.5,53.0,16733
8882,1.63,3,4,2,62.5,57.0,9556
8883,0.32,5,5,3,60.9,55.0,586
8884,0.5,3,6,4,63.5,54.0,1629
8885,0.7,5,5,3,62.6,55.0,2410
8886,0.61,5,4,8,61.7,55.0,2575
8887,1.51,5,1,4,61.1,57.0,8033
8888,0.32,4,2,5,61.9,58.0,505
8889,2.02,3,2,2,63.3,59.0,11390
8890,1.23,5,3,3,63.0,56.0,5889
8891,0.32,5,4,8,61.6,55.0,918
8892,0.33,4,3,5,61.5,58.0,743
8893,1.08,5,6,7,61.7,55.0,14032
8894,0.23,3,6,6,61.8,58.0,530
8895,1.01,3,2,3,62.7,56.0,4212
8896,1.04,5,4,5,62.3,56.0,7457
8897,0.83,2,3,2,63.9,56.0,2316
8898,0.42,5,4,8,62.1,56.0,1400
8899,0.57,5,3,4,61.7,55.0,1725
8900,1.06,5,2,3,61.8,55.0,5697
8901,0.5,3,3,4,61.8,63.0,1074
8902,0.44,5,4,3,61.5,57.0,990
8903,1.14,2,4,2,63.7,58.0,4501
8904,1.15,5,2,5,61.3,56.0,5930
8905,0.3,5,3,6,61.5,57.0,776
8906,0.33,5,4,7,62.4,56.0,820
8907,1.5,3,3,3,58.8,63.0,9573
8908,1.01,2,4,3,63.6,57.0,4672
8909,0.29,3,6,6,58.5,58.0,664
8910,0.71,2,5,3,64.3,57.0,2125
8911,2.07,5,1,6,62.7,54.0,16617
8912,0.61,5,4,8,62.3,56.0,2800
8913,0.24,4,3,7,61.2,58.0,554
8914,0.31,4,3,5,59.9,60.0,698
8915,0.4,5,3,8,62.7,57.0,1238
8916,0.4,3,6,2,62.9,59.0,666
8917,1.12,3,4,2,63.3,58.0,4478
8918,0.54,2,7,2,63.2,57.0,1249
8919,0.5,5,6,3,60.1,57.0,1410
8920,1.15,4,4,5,61.7,58.0,7535
8921,0.7,2,7,3,62.6,60.0,2681
8922,1.01,4,7,3,61.2,60.0,5780
8923,1.56,4,6,4,61.5,58.0,12156
8924,0.33,5,7,4,61.7,55.0,724
8925,1.01,2,6,3,64.5,56.0,4563
8926,1.0,4,6,3,60.5,59.0,5396
8927,0.9,5,5,2,62.3,57.0,3679
8928,0.39,3,4,4,63.3,57.0,1009
8929,0.4,2,7,3,63.6,57.0,720
8930,0.9,2,2,6,64.8,55.0,3718
8931,0.58,4,3,3,58.4,59.0,1332
8932,0.32,5,4,4,62.0,57.0,720
8933,0.33,5,5,5,62.8,55.0,765
8934,0.31,5,7,3,61.8,56.0,571
8935,1.33,5,3,3,62.7,56.0,7217
8936,0.52,5,2,8,60.2,56.0,1988
8937,0.51,4,7,4,62.7,59.0,1716
8938,0.31,5,4,6,61.7,54.0,707
8939,1.31,5,2,5,62.2,57.0,7751
8940,1.18,5,5,6,60.6,55.0,11415
8941,0.73,5,7,5,61.9,55.0,4258
8942,0.33,4,6,4,62.0,60.0,829
8943,1.21,5,3,3,61.2,57.0,5973
8944,0.71,2,2,3,63.6,63.0,1774
8945,1.23,5,2,6,62.0,55.0,7299
8946,0.31,2,3,5,64.1,55.0,476
8947,1.1,5,4,5,61.5,57.0,7111
8948,1.5,4,5,4,61.3,61.0,14372
8949,1.02,5,3,2,59.8,58.0,4742
8950,0.32,3,4,6,61.5,54.0,672
8951,0.43,5,6,4,62.0,57.0,1048
8952,0.3,5,4,8,60.7,57.0,863
8953,0.51,2,4,7,63.9,57.0,1925
8954,0.59,5,7,2,62.3,55.0,1572
8955,0.32,5,6,5,61.9,56.0,972
8956,1.52,2,2,4,63.3,61.0,8778
8957,0.34,5,6,7,61.8,57.0,1001
8958,1.24,3,3,6,61.3,55.0,8438
8959,0.9,2,6,2,61.9,62.0,3422
8960,1.01,2,2,4,62.8,59.0,4121
8961,0.4,5,2,7,61.0,56.0,849
8962,0.4,5,4,7,62.4,54.0,1043
8963,0.54,5,3,5,61.6,59.0,1630
8964,0.71,5,6,4,62.0,55.0,3421
8965,0.34,5,7,1,61.4,55.0,530
8966,1.53,3,3,3,61.1,57.0,10468
8967,0.41,3,4,4,62.9,59.0,827
8968,1.22,4,4,5,61.6,60.0,7850
8969,1.03,5,1,3,61.9,56.0,3921
8970,0.3,3,3,4,63.5,59.0,608
8971,0.71,3,3,2,63.3,58.0,2055
8972,0.72,3,3,2,63.3,57.0,1698
8973,0.36,5,5,3,62.0,56.0,770
8974,0.42,5,4,4,61.6,56.0,847
8975,0.3,5,6,4,61.5,55.0,844
8976,0.35,5,7,3,61.6,57.0,644
8977,0.5,1,4,6,66.1,62.0,1659
8978,0.52,3,5,4,60.0,61.5,1680
8979,1.51,5,4,4,62.2,59.0,13163
8980,0.5,1,3,5,67.1,58.0,1134
8981,1.2,1,3,2,64.8,58.0,4368
8982,0.54,5,6,4,61.7,55.0,1609
8983,1.11,3,4,4,63.4,56.0,4834
8984,0.38,5,2,5,61.6,55.0,700
8985,1.5,5,5,3,62.0,60.0,12466
8986,0.33,5,7,4,60.9,55.0,781
8987,0.55,3,4,4,62.3,56.0,1551
8988,0.46,3,5,2,61.5,56.0,809
8989,1.51,5,3,4,60.6,57.0,11540
8990,0.7,4,2,2,62.3,59.0,1415
8991,1.03,5,7,3,61.3,56.0,6610
8992,0.53,5,7,4,61.4,56.0,1956
8993,0.44,4,4,4,60.6,58.0,1063
8994,0.5,4,6,4,60.7,59.0,1581
8995,0.31,5,3,5,62.2,57.0,698
8996,0.59,5,6,4,62.2,58.0,1838
8997,1.5,3,7,3,62.0,63.0,11933
8998,1.01,5,6,4,61.5,57.0,7288
8999,0.6,3,4,3,61.1,57.0,1554
9000,1.02,3,4,3,62.9,56.0,4704
9001,0.41,5,4,7,62.1,55.0,1230
9002,1.61,4,7,3,59.0,60.0,12231
9003,0.47,3,3,4,57.2,60.0,1178
9004,0.33,3,2,8,62.0,58.0,694
9005,1.2,5,2,3,60.3,56.0,5763
9006,0.9,5,6,3,60.1,56.0,4034
9007,1.5,5,4,4,60.7,54.0,13135
9008,1.01,3,6,3,63.4,55.0,6501
9009,0.5,2,4,6,64.4,57.0,1991
9010,0.91,4,4,6,61.8,58.0,5259
9011,0.91,2,7,2,64.1,62.0,3349
9012,1.18,3,4,3,60.8,58.0,6286
9013,0.33,5,6,3,62.4,56.0,579
9014,0.5,1,6,3,66.4,58.0,1196
9015,0.39,3,4,7,63.2,57.0,943
9016,1.2,5,4,6,62.2,55.0,9407
9017,0.4,2,6,3,63.5,57.0,687
9018,0.7,1,3,5,62.0,73.0,2100
9019,0.24,3,5,5,59.3,57.0,393
9020,0.23,3,6,6,61.2,60.0,505
9021,1.07,4,7,3,61.8,61.0,5872
9022,0.42,5,6,4,62.4,55.0,958
9023,0.4,3,7,4,63.6,55.0,850
9024,0.32,5,4,4,61.5,57.0,561
9025,0.51,3,7,4,60.1,59.0,1877
9026,0.32,5,5,7,61.1,56.0,827
9027,0.36,4,5,3,61.5,58.0,770
9028,1.05,3,1,3,62.5,58.0,4199
9029,0.7,4,6,4,62.0,60.0,2657
9030,0.46,1,2,4,66.8,55.0,855
9031,0.26,3,5,4,62.4,58.0,453
9032,0.31,3,6,3,63.4,55.0,698
9033,0.9,2,4,2,63.7,62.0,3014
9034,1.0,2,6,4,60.6,65.0,6445
9035,0.52,2,7,4,63.5,57.0,1701
9036,0.4,5,6,5,62.2,55.0,1125
9037,0.25,5,5,5,61.8,57.0,436
9038,1.0,2,3,2,63.9,55.0,3584
9039,1.7,5,3,1,62.6,54.1,7068
9040,1.54,3,2,2,63.3,60.0,7437
9041,1.1,3,7,2,58.6,63.0,4361
9042,1.14,4,3,4,61.3,59.0,5700
9043,1.7,3,2,5,60.6,59.0,11514
9044,0.75,5,6,3,61.7,56.0,2964
9045,1.21,4,2,4,62.6,59.0,4884
9046,0.31,5,5,4,62.3,55.0,625
9047,0.41,5,6,6,62.0,56.0,1187
9048,1.02,3,5,2,63.3,56.0,3018
9049,0.32,3,2,4,63.0,56.0,449
9050,1.14,3,4,5,63.4,58.0,7171
9051,0.31,5,4,7,61.9,54.0,789
9052,0.51,4,7,4,62.0,59.0,1807
9053,1.04,2,5,2,63.1,60.0,4427
9054,0.38,4,5,3,62.0,58.0,838
9055,0.41,5,6,3,61.2,55.0,824
9056,1.01,4,4,4,61.6,58.0,6027
9057,0.36,5,6,3,61.9,56.0,631
9058,0.4,5,3,7,62.1,57.0,913
9059,0.31,5,6,4,61.7,55.0,642
9060,0.79,2,4,3,63.6,57.0,2726
9061,0.31,2,3,7,63.3,58.0,707
9062,0.52,3,4,5,62.4,60.0,1689
9063,0.91,4,6,4,62.3,58.0,5055
9064,0.27,5,3,3,61.3,55.0,383
9065,0.72,5,4,2,61.3,56.0,2451
9066,1.64,4,4,4,62.4,58.0,14201
9067,0.51,5,5,6,62.6,57.0,2093
9068,0.35,5,6,5,61.5,57.0,718
9069,0.31,3,7,2,61.5,60.0,462
9070,0.4,4,7,4,62.5,59.0,982
9071,1.22,4,4,2,61.6,62.0,5226
9072,0.66,4,6,5,60.8,59.0,2433
9073,0.51,3,4,8,62.6,56.0,2102
9074,0.55,4,6,4,60.5,58.0,1881
9075,0.91,2,5,5,63.5,56.0,4823
9076,0.71,5,4,6,62.5,57.0,3042
9077,0.37,5,5,5,61.7,56.0,1041
9078,0.32,5,6,4,62.2,55.0,702
9079,0.71,3,5,2,63.4,57.0,2266
9080,0.91,3,7,3,62.8,59.0,4556
9081,1.01,3,4,7,61.8,59.0,8373
9082,1.2,2,6,3,64.0,61.0,7096
9083,1.51,4,4,4,58.1,61.0,11746
9084,1.02,1,3,3,56.9,58.0,4935
9085,1.01,4,2,2,62.9,58.0,3461
9086,1.0,4,6,5,58.7,62.0,7392
